Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
15:46:00,Afternoon,Thursday,31-50,Male,Junior High School,Owner,1-2,2,Other,Owner,Unknown,No Defect,Office area,Other,Mountainous Terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Getting off the vehicle improperly,Serious Injury
15:46:00,Afternoon,Thursday,31-50,Male,Junior High School,Employee,5-10,4,Motorcycle,Owner,Unknown,No Defect,Office area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Unknown,Overloading,Serious Injury
20:10:00,Evening,Saturday,0-17,Male,Elementary School,Employee,2-5,3,Automobile,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Driving carelessly,Serious Injury
21:46:00,Night,Wednesday,31-50,Male,Elementary School,Owner,5-10,4,Other,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Overtaking,Slight Injury
21:46:00,Night,Wednesday,18-30,Male,Junior High School,Employee,10-20,5,Motorcycle,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,Pedestrian,Female,18-30,Slight,Driver,Unknown,No distancing,Slight Injury
21:20:00,Night,Saturday,0-17,Male,Junior High School,Employee,5-10,4,Station Wagon,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,Slight,Driver,Unknown,Overturning,Serious Injury
21:20:00,Night,Saturday,0-17,Male,High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,1,2,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Serious Injury
5:49:00,Morning,Tuesday,0-17,Male,Junior High School,Employee,5-10,4,Taxi,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,No priority to pedestrian,Serious Injury
5:49:00,Morning,Tuesday,0-17,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Serious Injury
5:49:00,Morning,Tuesday,18-30,Male,Junior High School,Unknown,1-2,2,Lorry,Owner,Unknown,No Defect,Office area,Unknown,Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Serious Injury
9:35:00,Morning,Monday,31-50,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,31-50,Slight,Driver,Unknown,Getting off the vehicle improperly,Fatal injury
9:35:00,Morning,Monday,31-50,Male,Junior High School,Employee,1-2,2,Public Transport,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Unknown,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Fatal injury
18:39:00,Evening,Wednesday,Unknown,Female,Junior High School,Unknown,No License,6,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
18:39:00,Evening,Wednesday,0-17,Male,Elementary School,Employee,5-10,4,Other,Owner,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Driver or rider,Male,18-30,Slight,Driver,Unknown,Moving Backward,Slight Injury
16:00:00,Afternoon,Wednesday,51-100,Male,Junior High School,Employee,5-10,4,Lorry,Owner,2-5 years,Unknown,Residential area,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the left,Slight Injury
16:00:00,Afternoon,Wednesday,18-30,Male,Junior High School,Employee,10-20,5,Other,Owner,2-5 years,Unknown,School area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,31-50,Slight,Driver,Unknown,No distancing,Slight Injury
13:09:00,Afternoon,Tuesday,31-50,Male,Junior High School,Employee,2-5,3,Automobile,Owner,2-5 years,Unknown,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Driving carelessly,Serious Injury
13:09:00,Afternoon,Tuesday,51-100,Male,Junior High School,Owner,10-20,5,Lorry,Owner,2-5 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Driving under the influence of drugs,Serious Injury
20:30:00,Evening,Friday,Unknown,Female,Junior High School,Employee,2-5,3,Lorry,Owner,Unknown,No Defect,Church area,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
20:30:00,Evening,Friday,0-17,Male,Elementary School,Other,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Driving carelessly,Slight Injury
19:00:00,Evening,Friday,51-100,Male,Elementary School,Employee,5-10,4,Automobile,Owner,2-5 years,No Defect,Other,One Way,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
12:40:00,Afternoon,Saturday,Unknown,Female,Junior High School,Unknown,5-10,4,Taxi,Owner,5-10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,No distancing,Serious Injury
18:12:00,Evening,Wednesday,31-50,Male,Junior High School,Employee,5-10,4,Taxi,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,Under 18,Slight,Driver,Normal,Driving carelessly,Slight Injury
18:12:00,Evening,Wednesday,31-50,Male,Elementary School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,Driver or rider,Male,18-30,Slight,Driver,Unknown,No priority to pedestrian,Slight Injury
18:12:00,Evening,Wednesday,31-50,Male,Junior High School,Unknown,0-1,1,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Unknown,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
18:12:00,Evening,Wednesday,18-30,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Unknown,Moving Backward,Slight Injury
7:50:00,Morning,Wednesday,18-30,Male,Elementary School,Employee,1-2,2,Lorry,Owner,Unknown,No Defect,Office area,One Way,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
7:50:00,Morning,Wednesday,18-30,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
10:16:00,Morning,Thursday,0-17,Male,Elementary School,Owner,2-5,3,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,Unknown,Slight,Driver,Normal,No distancing,Slight Injury
10:16:00,Morning,Thursday,51-100,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Driver or rider,Male,31-50,Slight,Driver,Unknown,Moving Backward,Slight Injury
23:05:00,Night,Saturday,51-100,Male,Junior High School,Employee,0-1,1,Public Transport,Owner,Unknown,No Defect,Office area,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Serious Injury
0:47:00,Night,Sunday,18-30,Male,Junior High School,Employee,5-10,4,Automobile,Owner,Unknown,No Defect,School area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Other,Driver or rider,Male,18-30,Slight,Driver,Normal,Moving Backward,Serious Injury
0:47:00,Night,Sunday,18-30,Male,High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Residential area,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Serious Injury
10:30:00,Morning,Monday,18-30,Male,Junior High School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Going straight,Pedestrian,Female,Under 18,Serious,Driver,Normal,Driving carelessly,Slight Injury
10:30:00,Morning,Monday,18-30,Male,Elementary School,Employee,1-2,2,Unknown,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
13:01:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,No License,6,Station Wagon,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,No distancing,Slight Injury
13:01:00,Afternoon,Saturday,51-100,Male,Above High School,Employee,1-2,2,Unknown,Owner,2-5 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Moving Backward,Slight Injury
13:01:00,Afternoon,Saturday,51-100,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,Serious,Self-employed,Normal,Driving carelessly,Slight Injury
17:41:00,Evening,Monday,18-30,Male,Junior High School,Employee,1-2,2,Automobile,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,4,1,Going straight,Pedestrian,Female,Unknown,Slight,Driver,Unknown,No distancing,Slight Injury
17:41:00,Evening,Monday,31-50,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Above 10 years,Unknown,Industrial area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No priority to vehicle,Slight Injury
17:41:00,Evening,Monday,31-50,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Other,Driver or rider,Male,18-30,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
17:41:00,Evening,Monday,31-50,Male,Junior High School,Unknown,No License,6,Public Transport,Organization,Unknown,Unknown,Recreational area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,4,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
17:25:00,Evening,Friday,31-50,Male,Junior High School,Employee,2-5,3,Lorry,Owner,1-2 years,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Overtaking,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving under the influence of drugs,Slight Injury
17:25:00,Evening,Friday,0-17,Male,Junior High School,Employee,2-5,3,Lorry,Owner,Above 10 years,Unknown,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
17:25:00,Evening,Friday,31-50,Male,Junior High School,Employee,10-20,5,Other,Owner,5-10 years,Unknown,Church area,Two Way (Undivided),Steep Downward,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Female,Unknown,Slight,Driver,Normal,No priority to vehicle,Slight Injury
17:25:00,Evening,Friday,31-50,Male,Junior High School,Employee,1-2,2,Automobile,Owner,5-10 years,Unknown,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,Going straight,Driver or rider,Male,Over 51,Serious,Driver,Unknown,Changing lane to the left,Slight Injury
17:25:00,Evening,Friday,31-50,Male,Above High School,Owner,1-2,2,Automobile,Owner,Unknown,No Defect,Unknown,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,4,U-Turn,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
11:10:00,Morning,Sunday,18-30,Male,Above High School,Employee,No License,6,Automobile,Owner,5-10 years,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to pedestrian,Slight Injury
11:10:00,Morning,Sunday,18-30,Male,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,Unknown,Other,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Female,18-30,Serious,Driver,Normal,No priority to pedestrian,Slight Injury
11:10:00,Morning,Sunday,31-50,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Church area,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Male,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
3:15:00,Night,Saturday,18-30,Male,Junior High School,Employee,10-20,5,Automobile,Governmental,Unknown,No Defect,Other,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Drunk driving,Serious Injury
3:15:00,Night,Saturday,18-30,Male,Junior High School,Employee,10-20,5,Station Wagon,Owner,Unknown,No Defect,Church area,Two Way (Divided - Solid Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Turnover,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Serious Injury
17:00:00,Evening,Tuesday,31-50,Male,Junior High School,Owner,5-10,4,Unknown,Owner,Unknown,No Defect,Church area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,Changing lane to the left,Slight Injury
17:00:00,Evening,Tuesday,0-17,Male,Elementary School,Employee,2-5,3,Other,Owner,Above 10 years,No Defect,Other,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving to the left,Slight Injury
17:10:00,Evening,Friday,31-50,Male,Junior High School,Employee,2-5,3,Special Vehicle,Governmental,5-10 years,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
17:10:00,Evening,Friday,0-17,Male,Junior High School,Employee,0-1,1,Lorry,Owner,5-10 years,No Defect,School area,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving under the influence of drugs,Slight Injury
17:23:00,Evening,Tuesday,31-50,Male,Junior High School,Employee,2-5,3,Other,Owner,Above 10 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
17:23:00,Evening,Tuesday,31-50,Male,Junior High School,Employee,2-5,3,Lorry,Owner,1-2 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Unknown,Changing lane to the left,Slight Injury
18:00:00,Evening,Sunday,31-50,Male,Elementary School,Employee,5-10,4,Lorry,Owner,Above 10 years,No Defect,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,Slight,Driver,Normal,Moving Backward,Slight Injury
23:35:00,Night,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Motorcycle,Owner,Above 10 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No distancing,Serious Injury
23:35:00,Night,Wednesday,31-50,Male,Junior High School,Unknown,No License,6,Automobile,Owner,Above 10 years,No Defect,Other,One Way,Steep Downward,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Normal,Changing lane to the right,Serious Injury
14:59:00,Afternoon,Wednesday,0-17,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Above 10 years,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Other,Gravel roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,U-Turn,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
14:59:00,Afternoon,Wednesday,0-17,Male,Junior High School,Employee,5-10,4,Automobile,Owner,5-10 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Moving Backward,Slight Injury
14:59:00,Afternoon,Wednesday,51-100,Male,Above High School,Employee,2-5,3,Station Wagon,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Normal,Overtaking,Slight Injury
14:40:00,Afternoon,Saturday,Unknown,Female,Junior High School,Unknown,No License,6,Unknown,Owner,1-2 years,No Defect,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,Changing lane to the left,Slight Injury
14:40:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,1-2,2,Public Transport,Owner,5-10 years,No Defect,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,Changing lane to the right,Slight Injury
14:40:00,Afternoon,Saturday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,5-10 years,No Defect,Other,One Way,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,Over 51,Slight,Employee,Unknown,Overtaking,Slight Injury
12:48:00,Afternoon,Sunday,31-50,Male,Junior High School,Employee,10-20,5,Station Wagon,Owner,1-2 years,No Defect,Hospital area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Overloading,Slight Injury
12:48:00,Afternoon,Sunday,18-30,Male,Junior High School,Employee,0-1,1,Automobile,Owner,2-5 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,4,Stopping,Driver or rider,Male,18-30,Slight,Driver,Unknown,Other,Slight Injury
12:48:00,Afternoon,Sunday,18-30,Male,Junior High School,Employee,2-5,3,Bicycle,Owner,5-10 years,No Defect,Residential area,One Way,Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,4,Turnover,Driver or rider,Male,31-50,Slight,Driver,Normal,No priority to vehicle,Slight Injury
12:48:00,Afternoon,Sunday,18-30,Male,Junior High School,Employee,0-1,1,Automobile,Owner,5-10 years,No Defect,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,4,Getting off,Passenger,Male,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
12:48:00,Afternoon,Sunday,18-30,Male,High School,Employee,5-10,4,Lorry,Owner,1-2 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads with some distress,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Moving Backward,Passenger,Female,31-50,Slight,Driver,Normal,Moving Backward,Slight Injury
18:40:00,Evening,Friday,18-30,Male,Above High School,Employee,1-2,2,Automobile,Owner,1-2 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,31-50,Slight,Driver,Normal,Changing lane to the left,Slight Injury
18:40:00,Evening,Friday,18-30,Male,Junior High School,Employee,0-1,1,Public Transport,Owner,2-5 years,No Defect,Other,Other,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,No priority to pedestrian,Slight Injury
11:11:00,Morning,Wednesday,18-30,Male,Junior High School,Unknown,No License,6,Special Vehicle,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,Slight,Driver,Normal,No distancing,Slight Injury
11:11:00,Morning,Wednesday,18-30,Male,High School,Employee,0-1,1,Automobile,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to vehicle,Slight Injury
7:50:00,Morning,Tuesday,51-100,Male,High School,Employee,0-1,1,Public Transport,Owner,Unknown,No Defect,Office area,Divided Road,Gentle Curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Normal,No distancing,Slight Injury
7:50:00,Morning,Tuesday,18-30,Male,Junior High School,Unknown,No License,6,Unknown,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,U-Turn,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No distancing,Slight Injury
7:50:00,Morning,Tuesday,18-30,Male,High School,Employee,2-5,3,Lorry,Organization,Unknown,No Defect,Other,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,Moving Backward,Slight Injury
16:30:00,Afternoon,Tuesday,18-30,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,Slight,Driver,Normal,Changing lane to the right,Slight Injury
